ticker,bid,ask,last,open,high,low,volume
486,-1,-1,2.54,2.53,2.54,2.46,6424000
8611,-1,-1,0.37,0.37,0.38,0.36,945000
1573,-1,-1,10.7,10.44,10.7,10.26,738000
3331,-1,-1,12.86,12.3,13.1,12.12,48000
1257,-1,-1,5.4,5.53,5.58,5.4,404000
743,-1,-1,4.89,5.37,5.38,4.89,1111500
8526,-1,-1,0.95,0.85,0.99,0.84,14410000
6088,-1,-1,3.41,3.33,3.43,3.28,3300518
2362,-1,-1,0.62,0.62,0.62,0.6,4781000
215,-1,-1,2.93,2.94,2.94,2.91,2163552
1809,-1,-1,5.6,5.64,5.65,5.58,321500
3053,-1,-1,,1006.7,,,
991,-1,-1,1.81,1.84,1.85,1.8,4052000
6066,-1,-1,4.36,4.33,4.48,4.33,2158500
956,-1,-1,1.9,1.94,1.99,1.9,3420000
1269,-1,-1,4.23,4.34,4.35,4.19,2134000
698,-1,-1,0.78,0.76,0.78,0.75,7800000
308,-1,-1,2.08,2.06,2.09,2.04,5884016
1368,-1,-1,4.25,4.22,4.28,4.13,725000
142,-1,-1,3.05,3.05,3.06,3.01,2916601
973,-1,-1,14.5,14.68,14.68,14.36,165037
1166,-1,-1,0.079,0.076,0.085,0.076,4320950
1727,-1,-1,3.85,3.94,3.94,3.8,738000
410,-1,-1,2.64,2.67,2.69,2.6,4213000
1426,-1,-1,3.36,3.38,3.42,3.34,2643000
3998,-1,-1,1.37,1.37,1.4,1.36,12497704
1668,-1,-1,1.09,1.08,1.1,1.07,5138000
1337,-1,-1,1.08,1.06,1.08,1.03,9686000
8609,,,0.265,0.265,0.265,0.265,20000
1131,-1,-1,1.27,1.29,1.29,1.24,1760000
6068,-1,-1,2.72,2.79,2.82,2.71,1056000
3613,-1,-1,11.78,12.14,12.14,11.76,348999
606,-1,-1,2.65,2.72,2.76,2.64,4848000
1478,-1,-1,4.12,4.17,4.29,4.06,2194000
336,-1,-1,3.16,3.33,3.33,3.13,2365668
3633,-1,-1,6.44,6.65,6.72,6.27,1760000
81,-1,-1,2.51,2.47,2.52,2.46,1020000
1672,-1,-1,6,6.3,6.3,5.93,426300
1528,-1,-1,6.71,6.66,6.88,6.67,3008376
2611,-1,-1,15.74,15.9,15.9,15.54,341200
59,-1,-1,1.27,1.27,1.29,1.23,5340000
6860,-1,-1,1.68,1.69,1.71,1.66,2510000
7228,-1,-1,5.61,5.62,5.66,5.54,159000
1251,-1,-1,0.44,0.45,0.455,0.435,4464000
6830,-1,-1,1.29,1.28,1.3,1.27,9036000
525,-1,-1,2.94,2.92,2.95,2.92,1080000
440,-1,-1,37.3,37.4,37.9,37.15,276198
687,-1,-1,2.38,2.4,2.41,2.37,1420000
6099,-1,-1,9.88,10,10.2,9.8,227800
3738,-1,-1,4.21,4.29,4.29,4.17,1839000
1741,-1,-1,1.46,1.3,1.49,1.29,1288000
1089,-1,-1,2.15,2.17,2.17,2.09,1155000
120,-1,-1,1.45,1.52,1.52,1.44,604000
1079,-1,-1,0.315,0.325,0.325,0.305,7236000
3396,-1,-1,20.45,19.72,21,19.5,637831
1618,-1,-1,1.86,1.88,1.9,1.85,2490000
1333,-1,-1,3.43,3.4,3.49,3.36,1916800
2866,-1,-1,0.78,0.79,0.8,0.77,9276500
8210,-1,-1,0.59,0.64,0.7,0.55,26580000
2280,-1,-1,4.13,4.25,4.28,4.11,625000
496,-1,-1,3.27,3.41,3.45,3.23,2081000
7312,-1,-1,5.11,5.12,5.14,5.08,159400
2006,-1,-1,1.83,1.86,1.87,1.82,1092000
1238,-1,-1,3.05,3.03,3.08,3.01,820000
2858,-1,-1,1.74,1.74,1.77,1.72,1708500
512,-1,-1,3.3,3.44,3.56,3.27,1616000
2662,-1,-1,8.92,8.88,8.93,8.76,362000
754,-1,-1,6.25,6.3,6.42,6.15,696000
1681,-1,-1,4.44,4.19,4.51,4.19,2162000
6858,-1,-1,8.95,8.92,9,8.9,864000
639,-1,-1,1.56,1.53,1.56,1.53,1233178
341,-1,-1,19.08,19.04,19.14,18.92,922000
1731,-1,-1,1.1,1,1.1,1,132000
1302,-1,-1,1.47,1.49,1.49,1.39,4159785
2868,-1,-1,2.77,2.76,2.79,2.74,2006000
950,-1,-1,5.46,5.52,5.65,5.41,279000
342,-1,-1,2.55,2.56,2.56,2.5,460000
1585,-1,-1,2.89,2.88,2.95,2.86,1192000
1996,-1,-1,2.8,2.85,2.85,2.75,1972000
2016,-1,-1,4.28,4.36,4.36,4.27,13000
1622,-1,-1,4.38,4.28,4.42,4.27,3644000
1466,-1,-1,1.1,1.09,1.1,1.08,466000
2329,-1,-1,1.95,1.94,2,1.93,3874000
1789,-1,-1,4.11,4.15,4.21,4.1,734120
1234,-1,-1,6.59,6.69,6.7,6.56,899000
1836,-1,-1,9.52,9.54,9.6,9.4,262500
1986,-1,-1,5.1,5.49,5.49,5,2031500
6889,-1,-1,9.28,9.3,9.42,9.24,94600
826,-1,-1,1.71,1.75,1.76,1.71,3476000
467,-1,-1,1.14,1.16,1.19,1.05,4492000
511,-1,-1,14.52,14.8,14.9,14.44,217710
506,-1,-1,2.72,2.73,2.73,2.64,1978000
1381,-1,-1,4.14,4.2,4.2,4.1,1865780
3309,-1,-1,4.67,4.88,4.88,4.62,1190000
1508,-1,-1,1.6,1.57,1.6,1.56,5735000
8469,,,6.39,6.6,6.61,6.39,796000
1600,-1,-1,6.25,6.39,6.44,6.2,868500
3969,-1,-1,5.62,5.47,5.62,5.4,3032000
816,-1,-1,1.8,1.82,1.83,1.79,2010850
1569,-1,-1,1.29,1.29,1.35,1.28,5082000
1383,-1,-1,1.13,1.19,1.19,1.13,2400000
8480,-1,-1,2.83,2.85,2.88,2.76,564000
535,-1,-1,0.72,0.73,0.73,0.72,1808000
8293,-1,-1,5.87,5.91,5.95,5.83,525000
2678,-1,-1,8.54,8.51,8.86,8.51,955000
921,-1,-1,5.8,5.78,5.82,5.69,728000
934,-1,-1,3.33,3.31,3.37,3.24,4910989
6128,-1,-1,4.72,4.76,4.76,4.69,1204000
337,-1,-1,1.85,1.9,1.92,1.83,1072000
41,-1,-1,32.85,32.8,32.95,32.55,166860
3355,-1,-1,1.46,1.46,1.47,1.46,4942000
6836,-1,-1,1.11,1.09,1.11,1.08,4018000
582,-1,-1,2.24,2.23,2.29,2.12,2353200
8022,-1,-1,1.27,1.29,1.35,1.26,4785000
8391,-1,-1,0.222,0.24,0.241,0.222,792000
7205,-1,-1,6.65,6.71,6.76,6.65,132800
330,-1,-1,1.49,1.54,1.54,1.48,1966370
579,-1,-1,1.8,1.78,1.81,1.77,3304000
1812,-1,-1,4.25,4.35,4.39,4.21,919000
1023,-1,-1,1.7,1.72,1.74,1.68,182000
3663,-1,-1,1.47,1.44,1.47,1.44,16000
1086,-1,-1,2.42,2.48,2.49,2.38,588000
1963,-1,-1,4.38,4.41,4.41,4.37,589500
1266,-1,-1,1.38,1.39,1.39,1.37,1761000
327,-1,-1,2.85,2.8,2.89,2.8,1136000
2136,-1,-1,2.66,2.6,2.69,2.64,107500
1572,-1,-1,1.33,1.33,1.33,1.29,3060000
777,-1,-1,11.88,12.02,12.02,11.58,338460
856,-1,-1,3.62,3.81,3.81,3.5,4358000
1848,-1,-1,7.76,7.8,7.89,7.75,551000
797,-1,-1,1.41,1.46,1.47,1.36,668000
596,-1,-1,3.34,3.35,3.37,3.32,196000
2038,-1,-1,0.82,0.82,0.82,0.8,1057331
1629,-1,-1,1.7,1.71,1.83,1.7,48000
7322,-1,-1,12.8,12.8,12.88,12.74,391400
1098,-1,-1,13.52,13.62,13.68,13.42,245160
102,-1,-1,0.96,0.96,0.96,0.95,600000
171,-1,-1,1.5,1.53,1.55,1.41,3010000
1862,-1,-1,2.14,2.2,2.22,2.1,567000
2022,-1,-1,0.255,0.242,0.28,0.241,18056000
709,-1,-1,3.68,3.76,3.76,3.66,1324400
2356,-1,-1,13.56,13.7,13.78,13.52,178946
297,-1,-1,0.86,0.88,0.88,0.85,3636006
1196,-1,-1,5.01,5.03,5.04,4.99,1314000
1475,-1,-1,3.48,3.61,3.61,3.44,514000
808,-1,-1,3,3.01,3.01,2.98,1136000
1462,-1,-1,0.41,0.44,0.445,0.405,6348000
240,-1,-1,0.78,0.78,0.8,0.76,1250000
45,-1,-1,10.94,11.2,11.2,10.9,191118
3700,-1,-1,1.89,1.93,1.95,1.85,1368666
546,-1,-1,3.36,3.26,3.36,3.22,506000
1806,-1,-1,2.95,3.15,3.19,2.95,1162000
1980,-1,-1,3.03,3,3.1,2.95,726000
6198,-1,-1,4.96,5.06,5.06,4.94,602000
1360,-1,-1,3.56,3.55,3.58,3.48,4350000
242,-1,-1,2.41,2.41,2.43,2.39,1979672
860,-1,-1,0.485,0.495,0.5,0.48,7936000
8487,-1,-1,2.59,2.57,2.84,2.48,350000
3683,-1,-1,1.82,1.85,1.85,1.79,1925000
1140,-1,-1,2.5,2.49,2.5,2.44,1500000
1252,-1,-1,6.35,6.3,6.41,5.98,424000
1777,-1,-1,0.88,0.9,0.9,0.87,4491000
2051,-1,-1,4.46,4.47,4.47,4.17,812500
35,-1,-1,3.34,3.31,3.37,3.27,493017
631,-1,-1,2.58,2.62,2.68,2.55,2423500
3836,-1,-1,2.73,2.74,2.79,2.7,1001042
1281,-1,-1,1.77,1.62,1.78,1.61,112000
1070,-1,-1,2.91,3,3,2.89,957000
3040,,,27.3,27.5,27.5,27.3,20100
6122,-1,-1,4.75,4.66,4.85,4.66,70000
1363,-1,-1,0.3,0.315,0.315,0.3,3798000
52,-1,-1,26,26,26,25.8,39500
8516,,,,1.45,,,
435,-1,-1,5.05,5.06,5.06,5.01,320501
32,-1,-1,11.7,11.64,11.7,11.64,23660
931,-1,-1,1.15,1.17,1.17,1.13,1734000
811,-1,-1,4.85,4.88,4.91,4.82,688000
906,-1,-1,3.54,3.67,3.68,3.48,1699000
1723,,,5.99,6.29,6.29,5.22,1516000
3336,-1,-1,2.03,2.04,2.09,2.02,520000
2232,-1,-1,3.73,3.9,3.9,3.73,238645
832,-1,-1,2.85,2.85,2.86,2.79,1332000
286,-1,-1,0.62,0.62,0.63,0.61,2110040
994,-1,-1,1,0.99,1.01,0.99,1268000
6178,-1,-1,6.9,6.99,7,6.73,97600
732,-1,-1,0.89,0.95,0.95,0.87,8606708
1829,-1,-1,3.78,3.74,3.8,3.7,1633130
1773,-1,-1,1.38,1.4,1.43,1.35,509000
1939,-1,-1,,1.355,,,
1565,-1,-1,3.96,3.93,3.96,3.93,251000
1623,-1,-1,0.71,0.71,0.72,0.7,1004000
1115,-1,-1,2.71,2.63,2.8,2.63,2634000
1589,-1,-1,2.73,2.74,2.74,2.68,306000
3818,-1,-1,1.19,1.2,1.2,1.18,2391000
1828,-1,-1,2.67,2.7,2.7,2.65,1721000
1240,-1,-1,1.76,1.74,1.77,1.73,1222500
2099,-1,-1,9.07,9.07,9.07,9,217442
2833,-1,-1,25.35,25.45,25.65,25.3,218600
8283,-1,-1,6.47,6.26,6.47,6.05,970000
1632,-1,-1,1.29,1.3,1.3,1.25,234000
256,-1,-1,1.61,1.62,1.63,1.61,1550000
128,-1,-1,0.69,0.7,0.7,0.68,1820000
6100,-1,-1,28.15,28.35,30.25,27.9,150800
6865,-1,-1,2.04,2.08,2.08,2,179000
456,-1,-1,0.85,0.86,0.86,0.85,140000
6116,-1,-1,6.67,6.63,6.78,6.52,262600
3092,-1,-1,195.4,195.4,195.4,195.4,3000
995,-1,-1,4.56,4.61,4.62,4.52,652000
1176,-1,-1,1.22,1.28,1.29,1.2,1406000
1899,-1,-1,2.25,2.35,2.35,2.23,448000
1686,-1,-1,4.58,4.55,4.59,4.52,1468052
877,-1,-1,3.59,3.58,3.66,3.53,429000
271,-1,-1,3.19,3.27,3.35,3.19,3968000
1004,-1,-1,0.72,0.74,0.74,0.71,372000
2342,-1,-1,1.42,1.31,1.46,1.3,34478579
1661,-1,-1,0.58,0.6,0.6,0.56,1276000
1072,-1,-1,4.47,4.52,4.63,4.38,875192
945,-1,-1,112.8,114,114.1,112,65224
1636,-1,-1,4.33,4.4,4.4,4.3,632000
127,-1,-1,8.24,8.39,8.61,8.22,217096
1061,-1,-1,4.01,4.25,4.3,3.9,312000
2048,-1,-1,13.7,13.52,13.7,13.5,7800
321,-1,-1,2.56,2.58,2.7,2.56,314000
989,-1,-1,0.37,0.385,0.385,0.37,1045000
1224,-1,-1,1.81,1.8,1.83,1.8,302000
1885,-1,-1,1.97,1.98,1.98,1.95,1464000
2779,-1,-1,1.72,1.81,1.83,1.65,7329000
737,-1,-1,3.86,3.89,3.91,3.84,814000
6868,-1,-1,5.6,5.59,5.6,5.55,71000
8601,-1,-1,0.61,0.61,0.61,0.61,10000
1428,-1,-1,1.46,1.49,1.49,1.42,1726000
1268,-1,-1,2.77,2.71,2.81,2.66,68000
895,-1,-1,8.22,8.24,8.46,8.14,152400
1033,-1,-1,0.62,0.6,0.62,0.6,5204000
1005,-1,-1,3.01,3.01,3.01,3.01,21800
116,-1,-1,11.02,11.32,11.32,11.02,350400
976,-1,-1,1.92,2.04,2.05,1.87,1252000
1708,-1,-1,9.46,9.1,9.8,9.01,11500
588,-1,-1,2.05,2.11,2.16,1.95,3126000
678,-1,-1,1.47,1.49,1.51,1.43,14253000
2300,-1,-1,,1.81,,,
1680,-1,-1,1.37,1.36,1.44,1.35,817000
716,-1,-1,1.04,1.05,1.07,1,1134000
2199,-1,-1,6.1,5.9,6.1,5.88,294000
3115,-1,-1,89.8,89.85,90.15,89.45,18340
3329,-1,-1,1.37,1.38,1.39,1.35,786000
480,-1,-1,3.69,3.64,3.69,3.64,256000
3161,-1,-1,9.24,9.26,9.29,9.23,138800
3813,-1,-1,1.5,1.5,1.5,1.48,1876000
34,-1,-1,8.33,8.33,8.33,8.24,184000
1385,-1,-1,7.24,7.8,7.8,7.24,44000
861,-1,-1,3.58,3.67,3.67,3.52,2617000
2198,-1,-1,1.86,1.85,1.89,1.85,497610
1375,-1,-1,1.65,1.67,1.67,1.59,1706000
1031,-1,-1,1.83,1.83,1.85,1.81,256000
8545,-1,-1,0.26,0.33,0.33,0.217,36328000
999,-1,-1,4.09,4.1,4.1,4,202000
7321,-1,-1,6.81,6.78,6.81,6.74,51000
1566,-1,-1,2.5,2.67,2.68,2.49,1651000
1263,-1,-1,1.6,1.7,1.78,1.56,2558000
1575,-1,-1,0.57,0.56,0.6,0.56,10018000
818,-1,-1,1.03,1.01,1.04,1,1827000
1330,-1,-1,3.15,3.1,3.19,3.09,1195000
8436,,,1.59,1.52,1.62,1.52,955000
3302,-1,-1,0.91,0.93,0.93,0.84,666000
1243,-1,-1,1.06,1.06,1.06,1.05,956000
6111,-1,-1,4.42,4.41,4.42,4.35,378000
6168,-1,-1,0.86,0.85,0.86,0.83,2085000
3147,-1,-1,5,5.01,5.03,5,131000
1133,-1,-1,3.98,3.97,3.99,3.97,7362855
107,-1,-1,2.35,2.38,2.39,2.34,782000
8232,-1,-1,1.61,1.38,1.63,1.31,12295000
6183,-1,-1,0.99,1.01,1.02,0.98,6355000
2680,-1,-1,0.85,0.87,0.89,0.73,10366000
2488,-1,-1,6.69,6.89,6.89,6.6,328000
8073,-1,-1,0.59,0.58,0.59,0.57,124000
2708,,,1.7,1.71,1.73,1.65,1442000
3167,-1,-1,55.1,55.95,56.05,55.1,8600
1803,-1,-1,2.69,2.67,2.72,2.61,2157500
563,-1,-1,1.25,1.23,1.25,1.22,1036000
1117,-1,-1,0.76,0.77,0.78,0.76,210000
2255,-1,-1,1.52,1.51,1.55,1.47,1766000
95,-1,-1,2.14,2.23,2.25,2.12,2846000
2283,-1,-1,3.8,4.04,4.04,3.7,796000
6166,-1,-1,3.22,3.27,,,
207,-1,-1,0.85,0.84,0.85,0.83,2462000
3140,-1,-1,17.7,17.8,17.8,17.66,76305
1763,-1,-1,15.28,14.88,15.42,14.88,16600
468,-1,-1,4.22,4.19,4.25,4.18,383000
3308,-1,-1,8.3,8.15,8.55,8.15,139000
6826,-1,-1,36.8,38.3,38.95,36.8,98190
978,-1,-1,1.06,1.07,1.09,1.06,144000
3318,-1,-1,2.72,2.76,2.76,2.69,32000
2138,-1,-1,4.95,4.92,4.98,4.85,71000
3393,-1,-1,3.7,3.75,3.75,3.7,152000
1616,-1,-1,1.29,1.26,1.29,1.2,742000
3165,,,,9.625,,,
400,-1,-1,2.61,2.61,2.62,2.55,238000
1430,-1,-1,2.79,2.73,2.79,2.73,26000
951,-1,-1,3.05,3,3.05,2.9,853000
1718,-1,-1,0.71,0.73,0.73,0.67,7270000
3358,-1,-1,3.35,3.43,3.43,3.35,74500
1665,-1,-1,0.85,0.87,0.87,0.84,480000
1361,-1,-1,1.66,1.67,1.68,1.64,1211590
1720,,,2.76,2.75,2.8,2.65,1432000
1739,-1,-1,3.07,3.06,3.11,3.02,693000
2014,-1,-1,1.74,1.72,1.77,1.72,41246
611,-1,-1,0.58,0.58,0.6,0.57,2202000
1679,-1,-1,1.69,1.71,1.77,1.69,675000
1700,-1,-1,1.53,1.47,1.57,1.47,2599000
6118,-1,-1,6.45,5.89,6.5,5.89,787000
1916,-1,-1,6.34,6.4,6.42,6.08,140000
1598,-1,-1,0.87,0.89,0.9,0.85,129000
317,-1,-1,5.21,5.07,5.39,5.07,586000
1223,-1,-1,1.01,1.02,1.03,1,1760000
6196,-1,-1,3.3,3.4,3.4,3.28,265000
86,-1,-1,3.62,3.66,3.66,3.61,211000
2341,-1,-1,1.58,1.58,1.58,1.55,1370000
2262,-1,-1,0.96,0.96,0.96,0.96,2226000
752,-1,-1,2.85,2.82,2.86,2.8,586229
1798,-1,-1,0.92,0.92,0.93,0.89,3717430
3303,-1,-1,0.74,0.75,0.75,0.71,624000
2552,-1,-1,8.3,8.3,8.3,8.2,431000
1908,-1,-1,6.88,6.93,6.98,6.75,395000
585,-1,-1,1.61,1.65,1.65,1.61,104250
3395,-1,-1,1.62,1.56,1.64,1.56,182000
8223,-1,-1,0.82,0.83,0.85,0.81,1580000
1137,-1,-1,2.64,2.6,2.67,2.6,235000
2337,-1,-1,4.08,4.15,4.15,4.08,363000
2111,-1,-1,1.91,1.95,1.92,1.91,228000
3382,-1,-1,0.83,0.83,0.84,0.82,872000
1043,-1,-1,2.41,2.41,2.45,2.39,891400
1107,-1,-1,0.96,0.91,0.96,0.9,738000
1270,-1,-1,2.89,2.9,2.91,2.89,210000
1811,-1,-1,1.04,1.07,1.08,1.04,786000
564,-1,-1,3.39,3.4,3.45,3.39,108800
859,-1,-1,1.04,1.06,1.06,1.03,170000
8090,-1,-1,0.62,0.64,0.64,0.62,1728000
3636,-1,-1,9.82,10.16,10.4,9.77,148500
7,-1,-1,0.95,0.94,0.95,0.92,5706000
1205,-1,-1,0.62,0.61,0.62,0.61,941800
1297,-1,-1,2.01,2,2.05,1.95,390210
3939,-1,-1,1.6,1.65,1.65,1.54,1256000
8619,,,1.1,1.05,1.1,1.04,960000
1671,-1,-1,1.07,0.95,1.17,0.95,5028000
815,-1,-1,0.8,0.8,0.82,0.79,1958000
8422,,,0.33,0.285,0.33,0.285,210000
398,-1,-1,1.99,2,2.01,1.98,588000
820,-1,-1,8.03,8.05,8.05,8.03,19000
831,-1,-1,,3.39,,,
8491,,,1.44,1.43,1.44,1.42,120000
2139,-1,-1,2.23,2.25,2.31,2.22,135000
43,-1,-1,0.67,0.66,0.67,0.65,1354000
1758,-1,-1,1.71,1.86,1.88,1.71,596000
1122,-1,-1,1.96,1.99,1.99,1.96,1070000
1689,-1,-1,3.03,3.02,3.09,2.95,4930000
8137,-1,-1,0.99,0.97,1.01,0.97,3249000
1685,-1,-1,0.62,0.62,0.62,0.62,7000
29,-1,-1,,7.67,,,
2322,-1,-1,0.97,0.82,1.03,0.73,3595500
1881,-1,-1,2.21,2.21,2.22,2.2,336006
2836,-1,-1,23.4,23.6,23.6,23.1,17700
2003,-1,-1,6.63,6.76,6.76,6.6,155800
357,-1,-1,6.35,6.4,6.46,6.25,23000
62,-1,-1,21.4,21.45,21.5,21.35,50000
1982,-1,-1,0.62,0.68,0.7,0.6,850000
8103,-1,-1,1.33,1.39,1.39,1.21,648000
3600,-1,-1,1.27,1.27,1.29,1.2,2148000
78,-1,-1,5.13,5.28,5.28,5.09,404000
8266,-1,-1,0.83,0.83,0.83,0.83,28800
1129,-1,-1,1.72,1.75,1.78,1.71,1306800