700,312,1000
2318,75.7,1000
939,6.67,1000
5,66.9,1000
1299,63.85,1000
941,77.65,1000
1398,5.56,1000
2800,26.7,1000
883,13.3,1000
388,228,1000
175,15.42,1000
386,6.65,1000
3988,3.42,1000
2382,75.7,1000
27,48.05,1000
857,5.49,1000
3968,32.35,1000
3690,52.45,1000
2822,12.34,1000
1288,3.54,1000
2628,16.8,1000
1918,26,1000
2823,12.06,1000
2828,107.5,1000
1928,33.85,1000
914,40.85,1000
2018,55.45,1000
2007,9.62,1000
1,81.8,1000
1093,15.84,1000
3333,24.65,1000
2601,27.7,1000
16,111.5,1000
3188,36.5,1000
1810,14.28,1000
688,27.3,1000
2388,30.5,1000
1088,17.38,1000
823,74.5,1000
1177,7.14,1000
1114,6.92,1000
992,5.65,1000
2269,65.6,1000
7300,5.78,1000
11,180.6,1000
1113,56.35,1000
2,86.25,1000
1109,29,1000
762,9.07,1000
2319,24.2,1000
2313,95,1000
2328,8.03,1000
6030,14.6,1000
1211,58.65,1000
1801,21.3,1000
1128,17.78,1000
288,5.71,1000
728,4.21,1000
268,7.8,1000
2020,35.55,1000
2202,26.9,1000
384,26.85,1000
1044,63.95,1000
1339,3.37,1000
966,25.9,1000
981,7.19,1000
2688,70.25,1000
669,42.1,1000
2333,5,1000
2238,8.14,1000
135,9.47,1000
291,26.5,1000
3,15.78,1000
3323,6.09,1000
1171,7.02,1000
1099,38.55,1000
788,1.14,1000
390,7.19,1000
1193,31.55,1000
522,80,1000
6837,8.12,1000
6,53,1000
1313,7.64,1000
1186,10.02,1000
1910,23.6,1000
902,4.88,1000
1548,13.6,1000
3888,13.08,1000
763,15.38,1000
1988,5.78,1000
17,10.52,1000
998,4.96,1000
12,40.2,1000
1766,7.3,1000
813,19.34,1000
3328,5.95,1000
7200,9.13,1000
1800,7.6,1000
6823,11.32,1000
1038,59.5,1000
868,8.41,1000
323,3.6,1000
960,22,1000
3808,12.84,1000
612,22.8,1000
66,40.6,1000
270,15.1,1000
347,6.39,1000
2600,2.8,1000
1530,11.52,1000
2689,7.93,1000
19,86.5,1000
1997,47.05,1000
2338,8.4,1000
880,7.05,1000
753,7.57,1000
6881,4.2,1000
2883,7.3,1000
241,7,1000
1055,5.33,1000
586,24.25,1000
2196,27,1000
257,6.84,1000
1030,5.28,1000
1958,4.8,1000
836,14.82,1000
1347,16.58,1000
3993,3.19,1000
1169,18.22,1000
6098,12.96,1000
267,12.56,1000
1658,4.73,1000
6886,12.94,1000
817,3.75,1000
656,12.44,1000
322,10.14,1000
1913,27.15,1000
6808,8.74,1000
552,6.53,1000
708,11.02,1000
285,10.98,1000
489,7.55,1000
2331,8.38,1000
884,3.92,1000
2899,2.95,1000
2282,13.36,1000
3898,42,1000
200,15.7,1000
6060,32.05,1000
3908,14.88,1000
151,5.77,1000
3383,10.62,1000
3311,6.82,1000
425,26.25,1000
2777,12.12,1000
2799,1.61,1000
392,45.9,1000
1558,28.6,1000
1813,6.96,1000
570,5.2,1000
874,31.6,1000
1579,21,1000
1787,17.1,1000
607,2.96,1000
916,6.15,1000
1359,2.1,1000
4,20.95,1000
772,41,1000
6862,17.32,1000
2888,61.45,1000
1772,15.3,1000
338,3.55,1000
581,5.02,1000
2357,5.49,1000
101,15.84,1000
881,15.9,1000
1776,11.6,1000
1378,4.85,1000
354,4.6,1000
3883,5,1000
696,21.05,1000
2186,6.24,1000
371,4.53,1000
83,13.46,1000
683,26.85,1000
839,10.86,1000
1972,27.25,1000
20,44.9,1000
2607,19.3,1000
3900,6.38,1000
368,2.55,1000
867,8.53,1000
148,22.35,1000
1816,1.94,1000
2588,60.3,1000
1112,50.3,1000
6869,21.1,1000
1717,9.62,1000
1066,7.35,1000
1357,3.25,1000
1317,3.4,1000
958,2.46,1000
1208,3.88,1000
144,14.22,1000
189,4.25,1000
670,4.86,1000
3320,11.5,1000
799,9.44,1000
3337,0.99,1000
345,31.7,1000
3606,24.15,1000
694,8.7,1000
494,1.6,1000
1898,3.13,1000
1929,6.6,1000
358,9.45,1000
1818,7.45,1000
8,4.59,1000
1060,1.22,1000
1712,1.49,1000
7288,7.89,1000
551,22.75,1000
2869,6.73,1000
1316,11.78,1000
1728,4.6,1000
3380,9.15,1000
2208,7.74,1000
1628,3.43,1000
1888,7.45,1000
69,11.1,1000
2638,7.5,1000
3377,3.5,1000
1212,12.48,1000
3799,5.77,1000
23,26.35,1000
2001,4.15,1000
1199,7.94,1000
520,11.24,1000
177,10.52,1000
2768,14.02,1000
665,2.71,1000
1034,0.79,1000
1138,4.23,1000
1833,34.9,1000
14,37.4,1000
1999,3.4,1000
3669,5,1000
1071,3.35,1000
3918,8.44,1000
1660,10.38,1000
2098,6.04,1000
168,31.85,1000
2009,2.52,1000
1638,2.51,1000
152,15.7,1000
2314,7.09,1000
1382,8.1,1000
3618,4.57,1000
220,7.13,1000
3339,2.03,1000
3360,7.79,1000
2005,8.03,1000
1882,16.82,1000
659,16.46,1000
293,11.28,1000
751,1.92,1000
2386,7.25,1000
968,2.93,1000
1966,2.8,1000
691,2.46,1000
2039,8.4,1000
165,14.58,1000
576,6.57,1000
3319,10.28,1000
10,21.7,1000
178,3.17,1000
493,0.7,1000
853,8.6,1000
315,9.74,1000
1083,6.1,1000
123,1.45,1000
658,9.2,1000
7388,6.06,1000
855,8.8,1000
806,6.17,1000
6169,3.27,1000
1919,3.18,1000
1911,21.6,1000
405,4.99,1000
1448,5.95,1000
8057,0.99,1000
1310,12.18,1000
53,101.8,1000
819,7.13,1000
2840,906.5,1000
6818,3.47,1000
3933,5.28,1000
3990,15.1,1000
2778,5.44,1000
604,2.55,1000
2343,1.75,1000
6158,4.95,1000
1788,1.37,1000
3899,6.32,1000
1515,6,1000
2380,1.83,1000
1666,11.2,1000
1233,7.3,1000
3301,9.78,1000
303,74.2,1000
1052,5.86,1000
598,3.13,1000
636,12.58,1000
3983,2.5,1000
778,8.97,1000
1540,0.83,1000
179,17.5,1000
1513,28.45,1000
363,17.06,1000
460,1.74,1000
590,22.85,1000
699,6.88,1000
2669,2.23,1000
2877,9.75,1000
6160,86.1,1000
2666,6.3,1000
1293,2.54,1000
2233,1.23,1000
2128,4.02,1000
2268,2.47,1000
119,2.66,1000
1765,1.24,1000
1781,1.37,1000
1308,6.61,1000
1157,2.85,1000
272,1.85,1000
548,7.72,1000
574,0.76,1000
2801,24,1000
173,3.83,1000
2727,2.66,1000
3306,13.58,1000
54,26.45,1000
3958,5.38,1000
1458,3.97,1000
1894,1.3,1000
1778,4.23,1000
1883,2.65,1000
7331,10.16,1000
1970,20.4,1000
87,13.12,1000
486,2.18,1000
8611,0.495,1000
1573,10.14,1000
3331,13.54,1000
1257,5.89,1000
743,5.97,1000
8526,0.8,1000
6088,3.35,1000
2362,0.68,1000
215,2.94,1000
1809,5.15,1000
991,1.92,1000
6066,4.78,1000
956,2.15,1000
1269,3.8,1000
698,0.88,1000
308,2.17,1000
1368,4.18,1000
142,3.02,1000
973,14.9,1000
1166,0.113,1000
1727,4.03,1000
410,2.92,1000
1426,3.69,1000
3998,1.37,1000
1668,1.19,1000
1337,1.2,1000
8609,0.345,1000
1131,1.55,1000
6068,3.2,1000
3613,13.1,1000
606,2.96,1000
1478,4.55,1000
336,3.61,1000
3633,5.51,1000
81,2.75,1000
1672,7,1000
1528,7.26,1000
2611,16.26,1000
59,1.09,1000
6860,1.66,1000
7228,6.64,1000
1251,0.53,1000
6830,1.25,1000
525,3.06,1000
440,43.3,1000
687,2.45,1000
6099,10.7,1000
3738,3.48,1000
1741,1.13,1000
1089,2.12,1000
120,1.45,1000
1079,0.5,1000
3396,23.05,1000
1618,1.99,1000
1333,3.61,1000
2866,0.88,1000
8210,1.17,1000
2280,4.8,1000
496,3.45,1000
7312,4.84,1000
2006,2.1,1000
1238,3.17,1000
2858,2.02,1000
512,4,1000
2662,7.69,1000
754,6.24,1000
1681,5.8,1000
6858,8.03,1000
639,1.64,1000
341,19.28,1000
1731,1.22,1000
1302,1.61,1000
2868,3.07,1000
950,6.25,1000
342,2.9,1000
1585,2.74,1000
1996,2.69,1000
2016,4.25,1000
1622,4.22,1000
1466,1.27,1000
2329,2.08,1000
1789,5.15,1000
1234,6.38,1000
1836,7.6,1000
1986,4.91,1000
6889,10.08,1000
826,1.65,1000
467,1.48,1000
511,17.2,1000
506,3.45,1000
1381,4.02,1000
3309,5.85,1000
1508,1.63,1000
8469,6.35,1000
1600,6.22,1000
3969,5.53,1000
816,1.56,1000
1569,1.41,1000
1383,1.17,1000
8480,3.07,1000
535,0.74,1000
8293,5.98,1000
2678,9.42,1000
921,6.05,1000
934,3.21,1000
6128,4.02,1000
337,2.07,1000
41,32.6,1000
3355,1.4,1000
6836,1.18,1000
582,3.03,1000
8022,1.3,1000
8391,0.315,1000
7205,7.68,1000
330,1.82,1000
579,1.48,1000
1812,4.57,1000
1023,2.22,1000
1086,2.8,1000
1963,4.72,1000
1266,1.44,1000
327,3.56,1000
2136,2.76,1000
1572,1.24,1000
777,14.26,1000
856,3.95,1000
1848,8.17,1000
797,1.37,1000
596,3.43,1000
2038,0.94,1000
1629,1.42,1000
7322,11.62,1000
1098,13.28,1000
102,0.97,1000
1862,2.24,1000
2022,0.275,1000
709,3.6,1000
2356,14.8,1000
297,0.87,1000
1196,4.93,1000
1475,3.63,1000
808,2.94,1000
1462,1.72,1000
240,0.83,1000
45,12.04,1000
3700,2.17,1000
546,3.2,1000
1806,3.6,1000
1980,4.2,1000
6198,4.44,1000
1360,3.52,1000
242,2.57,1000
860,0.51,1000
8487,2.85,1000
3683,2.19,1000
1140,2.53,1000
1252,6.65,1000
1777,0.94,1000
2051,4.2,1000
35,3.7,1000
631,2.53,1000
3836,3.06,1000
1281,1.77,1000
1070,3.24,1000
6122,4.05,1000
1363,0.325,1000
52,27.2,1000
435,4.89,1000
32,12.2,1000
931,1.33,1000
811,5.24,1000
906,3.22,1000
1723,2.95,1000
3336,1.93,1000
2232,4.64,1000
832,2.87,1000
286,0.66,1000
994,1.06,1000
6178,7.59,1000
732,1.18,1000
1829,3.9,1000
1773,1.45,1000
1939,1.45,1000
1565,3.95,1000
1623,0.82,1000
1115,2.02,1000
1589,2.8,1000
3818,1.25,1000
1828,2.91,1000
1240,1.98,1000
2099,10.72,1000
2833,27.25,1000
8283,6.7,1000
1632,1.59,1000
256,1.66,1000
128,0.75,1000
6100,29.85,1000
6865,1.98,1000
456,1.1,1000
6116,6.9,1000
3092,198.8,1000
995,4.77,1000
1176,1.39,1000
1899,2.32,1000
1686,4.45,1000
877,3.77,1000
271,3.51,1000
1004,0.56,1000
2342,1.23,1000
1661,0.65,1000
1072,4.42,1000
945,129.9,1000
1636,4.26,1000
127,8.8,1000
1061,5.4,1000
2048,13.8,1000
321,3.18,1000
989,0.375,1000
1224,1.82,1000
1885,1.96,1000
2779,2.27,1000
737,3.97,1000
6868,5.36,1000
8601,0.61,1000
1428,1.58,1000
1268,2.9,1000
895,8.8,1000
1033,0.79,1000
116,12.24,1000
976,2.48,1000
1708,8.88,1000
588,2.33,1000
2300,1.89,1000
1680,1.37,1000
716,1.06,1000
2199,6,1000
3115,98,1000
3329,1.45,1000
480,3.77,1000
3813,1.49,1000
34,8.39,1000
1385,8.46,1000
861,3.8,1000
2198,1.95,1000
1375,1.76,1000
1031,1.87,1000
8545,0.405,1000
999,4.1,1000
1566,2.76,1000
1263,2.91,1000
1575,0.91,1000
818,1.23,1000
1330,3.07,1000
8436,1.43,1000
3302,0.95,1000
1243,0.99,1000
6111,4.35,1000
6168,0.85,1000
3147,5.33,1000
1133,2.41,1000
107,2.43,1000
8232,0.92,1000
6183,1.01,1000
2680,0.66,1000
2488,7.8,1000
8073,0.67,1000
2708,1.74,1000
3167,60.2,1000
1803,2.73,1000
563,1.34,1000
1117,0.85,1000
2255,1.6,1000
95,2.19,1000
2283,4.69,1000
6166,3.18,1000
207,0.86,1000
3140,19.64,1000
1763,15,1000
468,4.43,1000
3308,9.1,1000
6826,40,1000
978,1.15,1000
3318,2.77,1000
2138,5.5,1000
3393,4.13,1000
1616,1.25,1000
400,3,1000
1430,2.86,1000
951,3.68,1000
1718,0.75,1000
3358,3.3,1000
1665,0.96,1000
1361,1.93,1000
1720,2.33,1000
1739,3.02,1000
2014,1.71,1000
611,0.68,1000
1679,1.89,1000
1700,1.4,1000
6118,4.55,1000
1916,6.64,1000
1598,0.94,1000
317,5.73,1000
1223,1,1000
6196,3.85,1000
86,3.7,1000
2341,1.57,1000
2262,1.17,1000
752,2.9,1000
1798,0.98,1000
3303,0.97,1000
2552,7.6,1000
1908,6.55,1000
585,1.55,1000
3395,1.8,1000
8223,1,1000
1137,2.4,1000
2337,3.99,1000
2111,2.19,1000
3382,0.85,1000
1043,2.34,1000
1107,1.1,1000
1270,2.92,1000
1811,1.21,1000
564,3.82,1000
859,1.07,1000
8090,0.66,1000
2083,1.4,1000
3636,9.09,1000
7,0.92,1000
1205,0.66,1000
1735,2.37,1000
1297,2.17,1000
1526,1.48,1000
3939,1.69,1000
1671,1.14,1000
815,0.84,1000
8422,0.46,1000
398,2.12,1000
820,8.21,1000
831,3.44,1000
8491,1.54,1000
2139,2.14,1000
43,0.7,1000
1758,1.94,1000
1122,2.06,1000
1689,2.29,1000
8137,1.05,1000
1685,0.71,1000
29,6.9,1000
2322,0.63,1000
1881,2.17,1000
2836,23.75,1000
2003,8.88,1000
357,7.12,1000
62,21.05,1000
1982,0.71,1000
8103,1.65,1000
3600,1.4,1000
78,4.48,1000
8266,0.99,1000
1129,1.14,1000